0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_NATCTA;CT1_ATOBRG;CT1_ACET05;CT1_AJ_INF;CT1_05OBRG;CT1_ACATIV
1;  ;297                 ;Envases y embalajes                     ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;29                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;297                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;2971                ;Envases                                 ;                                        ;                                        ;                                        ;                                        ;2;2;0000000279;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;297                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2971                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;2972                ;Embalajes                               ;                                        ;                                        ;                                        ;                                        ;2;2;0000000280;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;297                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2972                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;298                 ;Existencias por recibir                 ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;29                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;298                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;2981                ;Mercaderías                             ;                                        ;                                        ;                                        ;                                        ;2;2;0000000281;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;298                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2981                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;2982                ;Materias primas                         ;                                        ;                                        ;                                        ;                                        ;2;2;0000000282;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;298                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2982                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;2983                ;Materiales auxiliares, suministros y rep;                                        ;                                        ;                                        ;                                        ;2;2;0000000283;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;298                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2983                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;2984                ;Envases y embalajes                     ;                                        ;                                        ;                                        ;                                        ;2;2;0000000284;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;298                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2984                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3                   ;ACTIVO INMOVILIZADO                     ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3                   ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30                  ;INVERSIONES MOBILIARIAS                 ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30                  ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;301                 ;Inversiones a ser mantenidas hasta el ve;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;30                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;301                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3011                ;Instrumentos financieros representativos;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;301                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3011                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30111               ;Valores emitidos o garantizados por el E;                                        ;                                        ;                                        ;                                        ;2;1;0000000285;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;3011                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30111               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30112               ;Valores emitidos por el sistema financie;                                        ;                                        ;                                        ;                                        ;2;1;0000000286;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;3011                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30112               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30113               ;Valores emitidos por las empresas       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000287;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;3011                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30113               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30114               ;Otros títulos representativos de deuda  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000288;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;3011                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30114               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;302                 ;Instrumentos financieros representativos;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;30                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;302                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3021                ;Certificados de suscripción preferente  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000289;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;302                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3021                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3022                ;Acciones representativas de capital soci;                                        ;                                        ;                                        ;                                        ;2;1;0000000290;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;302                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3022                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3023                ;Acciones de inversión                   ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;302                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3023                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30231               ;Subsidiarias, asociadas y sucursales    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000291;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;3023                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30231               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30232               ;Otras                                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000292;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;3023                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30232               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3024                ;Certificados de participación de fondos ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;302                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3024                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30241               ;Fondos mutuos                           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000293;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;3024                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30241               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;30242               ;Fondos de inversión                     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000294;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;3024                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;30242               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3025                ;Asociaciones en participación y consorci;                                        ;                                        ;                                        ;                                        ;2;1;0000000295;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;302                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3025                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3028                ;Otros títulos representativos de patrimo;                                        ;                                        ;                                        ;                                        ;2;1;0000000296;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;302                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3028                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;309                 ;Desvalorización de inversiones mobiliari;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;30                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;309                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3091                ;Inversiones a ser mantenidas hasta el ve;                                        ;                                        ;                                        ;                                        ;2;1;0000000297;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;309                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3091                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3092                ;Instrumentos financieros representativos;                                        ;                                        ;                                        ;                                        ;2;1;0000000298;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;309                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3092                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31                  ;INVERSIONES INMOBILIARIAS               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31                  ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;311                 ;Terrenos                                ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;31                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;311                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3111                ;Urbanos                                 ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;311                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3111                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31111               ;Valor razonable                         ;                                        ;                                        ;                                        ;                                        ;2;1;0000000299;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;3111                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31111               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31112               ;Costo                                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000300;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;3111                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31112               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31113               ;Revaluación                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000301;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;3111                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31113               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3112                ;Rurales                                 ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;311                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3112                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31121               ;Valor razonable                         ;                                        ;                                        ;                                        ;                                        ;2;1;0000000302;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;3112                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31121               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31122               ;Costo                                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000303;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;3112                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31122               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31123               ;Revaluación                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000304;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;3112                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31123               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;312                 ;Edificaciones                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;31                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;312                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3121                ;Edificaciones                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;312                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3121                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31211               ;Valor razonable                         ;                                        ;                                        ;                                        ;                                        ;2;1;0000000305;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;3121                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31211               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31212               ;Costo                                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000306;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;3121                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31212               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31213               ;Revaluación                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000307;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;3121                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31213               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;31214               ;Costos de financiación – Inversiones inm;                                        ;                                        ;                                        ;                                        ;2;1;0000000308;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;3121                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31214               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;32                  ;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINA;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;32                  ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;321                 ;Inversiones inmobiliarias               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;32                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;321                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3211                ;Terrenos                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000309;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;321                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3211                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3212                ;Edificaciones                           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000310;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;321                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3212                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;322                 ;Inmuebles, maquinaria y equipo          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;32                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;322                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3221                ;Terrenos                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000311;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;322                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3221                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3222                ;Edificaciones                           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000312;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;322                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3222                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3223                ;Maquinarias y equipos de explotación    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000313;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;322                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3223                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3224                ;Equipo de transporte                    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000314;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;322                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3224                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3225                ;Muebles y enseres                       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000315;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;322                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3225                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3226                ;Equipos diversos                        ;                                        ;                                        ;                                        ;                                        ;2;1;0000000316;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;322                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3226                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3227                ;Herramientas y unidades de reemplazo    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000317;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;322                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3227                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33                  ;INMUEBLES, MAQUINARIA Y EQUIPO          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33                  ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;331                 ;Terrenos                                ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;33                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;331                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3311                ;Terrenos                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000318;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;331                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3311                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33111               ;Costo                                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000319;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;331                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33111               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33112               ;Revaluación                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000320;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;331                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33112               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;332                 ;Edificaciones                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;33                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;332                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3321                ;Edificaciones administrativas           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;332                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3321                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33211               ;Costo de adquisición o producción       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000321;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;3321                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33211               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33212               ;Revaluación                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000322;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;3321                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33212               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33213               ;Costo de financiación -Edificaciones    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000323;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;3321                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33213               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3322                ;Almacenes                               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;332                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3322                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33221               ;Costo de adquisición o producción       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000324;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;3322                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33221               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33222               ;Revaluación                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000325;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;3322                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33222               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;33223               ;Costo de financiación -Almacenes        ;                                        ;                                        ;                                        ;                                        ;2;1;0000000326;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;3322                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33223               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;3323                ;Edificaciones para producción           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;332                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3323                ;  ;2;      ; ;                    ;01;2;2; ;2;2
