0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_NATCTA;CT1_ACATIV;CT1_ATOBRG;CT1_ACET05;CT1_05OBRG;CT1_ACAT01;CT1_AT01OB;CT1_ACAT02;CT1_AT02OB;CT1_ACAT03;CT1_AT03OB;CT1_ACAT04;CT1_AT04OB;CT1_NTSPED;CT1_SPEDST;CT1_TPO01;CT1_TPO02;CT1_TPO03;CT1_TPO04
1;  ;212010000           ;CUENTAS POR PAGAR EXTERIOR              ;                                        ;                                        ;                                        ;                                        ;2;2;0000000043;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;212010000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;212020000           ;CUENTAS POR PAGAR FUNCIONARIOS          ;                                        ;                                        ;                                        ;                                        ;2;2;0000000044;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;212020000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;212030000           ;ACCIONISTAS                             ;                                        ;                                        ;                                        ;                                        ;2;2;0000000126;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;212030000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;215010000           ;ACUMULACIONES Y RETENCIONES             ;                                        ;                                        ;                                        ;                                        ;2;2;0000000125;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;21                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;215010000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216                 ;ACUMULACIONES POR PAGAR                 ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;21                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216010000           ;BONIFICACIONES                          ;                                        ;                                        ;                                        ;                                        ;2;2;0000000045;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;216                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216010000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216020000           ;ITBIS                                   ;                                        ;                                        ;                                        ;                                        ;2;2;0000000046;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;216                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216020000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216040000           ;INFOTEP                                 ;                                        ;                                        ;                                        ;                                        ;2;2;0000000047;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;216                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216040000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216050000           ;REGALIA PASCUAL                         ;                                        ;                                        ;                                        ;                                        ;2;2;0000000048;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;216                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216050000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216060000           ;PROVISIONES VARIAS                      ;                                        ;                                        ;                                        ;                                        ;2;2;0000000049;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;216                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216060000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216070000           ;DIVIDENDOS POR PAGAR                    ;                                        ;                                        ;                                        ;                                        ;2;2;0000000050;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;216                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216070000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;216080000           ;SEGURO DE RIESGO LABORAL                ;                                        ;                                        ;                                        ;                                        ;2;2;0000000051;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;216                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;216080000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;217                 ;OTRAS                                   ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;21                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;217                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;217010000           ;OTRAS CUENTAS POR PAGAR                 ;                                        ;                                        ;                                        ;                                        ;2;2;0000000052;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;217                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;217010000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;3                   ;PATRIMONIO DE LOS ACCIONISTAS           ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3                   ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;311000000           ;ACCIONES COMUNES                        ;                                        ;                                        ;                                        ;                                        ;2;2;0000000053;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;311000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;312000000           ;ACCIONES COMUNES NO EMITIDAS            ;                                        ;                                        ;                                        ;                                        ;2;2;0000000054;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;312000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;320000000           ;UTILIDADES RETENIDAS                    ;                                        ;                                        ;                                        ;                                        ;2;2;0000000055;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;320000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;330000000           ;RESERVAS LEGALES                        ;                                        ;                                        ;                                        ;                                        ;2;2;0000000056;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;330000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;350000000           ;AJUSTES ANOS ANTERIORES                 ;                                        ;                                        ;                                        ;                                        ;2;2;0000000057;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;350000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;360000000           ;SUPERAVIT POR REVALUACION               ;                                        ;                                        ;                                        ;                                        ;2;2;0000000058;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;360000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;370000000           ;RESULTADO POR INFLACION                 ;                                        ;                                        ;                                        ;                                        ;2;2;0000000059;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;370000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;380100000           ;IMPUESTO SOBRE LA RENTA DIFERIDO        ;                                        ;                                        ;                                        ;                                        ;2;2;0000000060;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;380100000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;4                   ;INGRESOS                                ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;4                   ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;410                 ;VENTAS                                  ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;410                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;410100000           ;VENTAS DE BIENS DE CONSUMO              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000061;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;410                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;410100000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;410200000           ;VENTAS DE SERVICIOS                     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000062;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;410                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;410200000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;410300000           ;VENTAS DE OTRA NATURALEZA               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000063;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;410                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;410300000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;430                 ;OTROS INGRESOS                          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;430                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;430100000           ;INGRESOS SOBRE INVERSIONES              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000064;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;430                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;430100000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;430300000           ;INGRESOS POR INTERESES                  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000065;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;430                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;430300000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;430400000           ;INGRESOS SOBRE DIVIDENDOS               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000066;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;430                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;430400000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;430500000           ;INGRESOS POR CAMBIO DE DIVISAS          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000067;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;430                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;430500000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;430700000           ;INGRESOS INT. CHANTAL                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000068;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;430                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;430700000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;439900000           ;OTROS INGRESOS                          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000069;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;439900000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;450100000           ;VENTAS ACTIVOS FIJOS                    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000070;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;450100000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;5                   ;COSTO                                   ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;5                   ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510                 ;COSTO DE VENTA                          ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;5                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510100000           ;COGS REPUESTOS                          ;                                        ;                                        ;                                        ;                                        ;2;2;0000000071;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510100000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510200000           ;COGS PLANTAS ELECTRICAS                 ;                                        ;                                        ;                                        ;                                        ;2;2;0000000072;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510200000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510300000           ;COGS GARANTIA PLANTA ELECTRICA          ;                                        ;                                        ;                                        ;                                        ;2;2;0000000073;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510300000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510400000           ;COGS BOMBA DE GASOLINA                  ;                                        ;                                        ;                                        ;                                        ;2;2;0000000074;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510400000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510500000           ;COGS EQUIPOS INDUSTRIALES               ;                                        ;                                        ;                                        ;                                        ;2;2;0000000075;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510500000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510600000           ;COSTOS MANTENIMIENTO                    ;                                        ;                                        ;                                        ;                                        ;2;2;0000000076;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510600000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510700000           ;COSTOS DE ALQUILERES                    ;                                        ;                                        ;                                        ;                                        ;2;2;0000000077;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510700000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510800000           ;COSTOS DE IGUALAS                       ;                                        ;                                        ;                                        ;                                        ;2;2;0000000078;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510800000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;510900000           ;COSTOS SERVICIOS DE TALLER              ;                                        ;                                        ;                                        ;                                        ;2;2;0000000079;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;510                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;510900000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;511000000           ;COSTOS COMPRA DE COMBUSTIBLE            ;                                        ;                                        ;                                        ;                                        ;2;2;0000000080;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;5                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;511000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;511400000           ;COSTOS INSTALACIONES                    ;                                        ;                                        ;                                        ;                                        ;2;2;0000000081;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;5                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;511400000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;511500000           ;COSTOS COMBUSTIBLES Y LUBRICANTES       ;                                        ;                                        ;                                        ;                                        ;2;2;0000000082;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;5                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;511500000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;6                   ;GASTOS                                  ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;6                   ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610                 ;GASTOS GENERALES Y ADMINISTRATIVOS      ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;6                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610010100           ;SUELDOS FUNCIONARIOS Y EMPLEADOS        ;                                        ;                                        ;                                        ;                                        ;2;1;0000000083;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;610                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610010100           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610010200           ;SUELDOS DIRECTORES                      ;                                        ;                                        ;                                        ;                                        ;2;2;0000000084;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;610                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610010200           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610021010           ;REGALIA PASCUAL FUNCIONARIOS Y EMPLEADOS;                                        ;                                        ;                                        ;                                        ;2;1;0000000085;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;610                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610021010           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610021020           ;REGALIA PASCUAL DIRECTORES              ;                                        ;                                        ;                                        ;                                        ;2;2;0000000086;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;610                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610021020           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610022010           ;SEGURO PATRONAL                         ;                                        ;                                        ;                                        ;                                        ;2;2;0000000087;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;610                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610022010           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610022040           ;ACCIDENTE DE TRABAJO                    ;                                        ;                                        ;                                        ;                                        ;2;2;0000000088;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;610                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610022040           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;610022050           ;FONDO PENSIONES PATRONAL                ;                                        ;                                        ;                                        ;                                        ;2;2;0000000089;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;610                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;610022050           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
