0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF
1;  ;116605              ;Atencion a terceros                     ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116600              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116606              ;Gastos de viaje y hospedaje             ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116600              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116607              ;Peajes                                  ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116600              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116608              ;Otros costos                            ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116600              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116609              ;Fotocopias e impresiones                ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116600              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116610              ;Analisis de laboratorio                 ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116600              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116611              ;Suscripciones                           ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116600              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116700              ;Amortizaciones, Mantenimiento, reparacio;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116701              ;Repuestos de mantenimiento              ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116702              ;Servicios y mantenimiento de terceros   ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116703              ;Materiales e Insumos de mantenimiento   ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116704              ;Mantenimiento Pozos de Agua             ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116705              ;Inspeccion de materiales, piezas y equip;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116706              ;Capacitacion tecnica                    ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116707              ;Asesoramiento tecnico                   ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116708              ;Gastos de viaje y hospedaje             ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116709              ;Mantenimiento de caminos                ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116710              ;Mantenimiento alambrado y enmallado     ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;116711              ;Depreciacion activos fijos              ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;116700              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;117000              ;RECUPERACIONES OFICINA DE CANNA         ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;110000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;117001              ;Recuperacion servicio de corte          ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;117000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;117002              ;Recuperacion servicio de transporte     ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;117000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;117003              ;Recuperacion costo administrativo zafrer;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;117000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;117004              ;Recuperacion provision de combustible   ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;117000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;117005              ;Recuperacion uso de acopios             ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;117000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;117006              ;Recuperacion servicios caneros          ;                                        ;                                        ;                                        ;                                        ;2;2;0000000017;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;117000              ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;117006              ;  ;2;      ; ;                    ; 
1;  ;119000              ;OTROS ACTIVOS                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;110000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119001              ;Pedidos abiertos en transito            ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119002              ;Retenciones judiciales                  ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119003              ;Anticipo a empleados                    ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119004              ;Anticipo a proveedores                  ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119005              ;Anticipo a contratistas                 ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119006              ;Fondos a rendir del personal            ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119007              ;Prestamos al personal                   ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119008              ;Seguros pagados por amortizar           ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119009              ;Fondo fijo                              ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;119010              ;Oficina La Paz                          ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;119000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;120000              ;ACTIVO NO CORRIENTE                     ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;100000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121000              ;BIENES DE USO                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;120000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121100              ;Bienes De Uso                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121101              ;Valor de origen terrenos                ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121102              ;Valor de origen edificios y construccion;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121103              ;Valor de origen maquinaria, equipos e in;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121104              ;Valor de origen equipos de computacion  ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121105              ;Valor de origen maquinaria agricola     ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121106              ;Valor de origen vehiculos               ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121107              ;Valor de origen muebles y enseres       ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121108              ;Valor de origen herramientas            ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121109              ;Valor de origen alambrados y enmallados ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121110              ;Valor de origen canales de riego y pozos;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121111              ;Obras  en  curso                        ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121100              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121200              ;Depreciaciones Acumuladas               ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121201              ;Depreciacion acumulada edificios, constr;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121202              ;Depreciacion acumulada maquinaria y equi;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121203              ;Depreciacion acumulada equipos de comput;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121204              ;Depreciacion acumulada maquinaria agrico;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121205              ;Depreciacion acumulada vehiculos        ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121206              ;Depreciacion acumulada muebles y enseres;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121207              ;Depreciacion acumulada herramientas     ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121208              ;Depreciacion acumulada alambrados y enma;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;121209              ;Depreciacion acumulada de canales de rie;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;121200              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;124000              ;INVERSIONES EN OTRAS SOCIEDADES         ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;120000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;124001              ;Lineas telefonicas Cotas y Cotel        ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;124000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;124002              ;Acciones Banco Santa Cruz               ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;124000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;125000              ;INVERSIONES EN PROPIEDADES              ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;120000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;125001              ;Propiedades                             ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;125000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;125002              ;Plantaciones en produccion              ;                                        ;                                        ;                                        ;                                        ;2;1;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;125000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;100000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;200000              ;PASIVO                                  ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;                    ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;210000              ;PASIVO CORRIENTE                        ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;200000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;211000              ;OBLIGACIONES BANCARIAS                  ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;210000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;211001              ;Banco Economico S.A.                    ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;211000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;212000              ;INTERESES BANCARIOS                     ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;210000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;212001              ;Intereses Banco Economico S.A.          ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;212000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;213000              ;OBLIGACIONES CON TERCEROS               ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;210000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
1;  ;213001              ;Anticipo de ventas - VENTAS A FUTURO    ;                                        ;                                        ;                                        ;                                        ;2;2;          ;2;        ;        ; ;             0;         ;1;1;1;1;1;1;1;1;213000              ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;200000  ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; 
