DE1_FILIAL|DE1_CODLAY|DE1_CODREG|DE1_SEQUEN|DE1_TIPO|DE1_ALIAS|DE1_CAMPO|DE1_LAYTAM|DE1_LAYDEC|DE1_POSINI|DE1_POSFIM|DE1_OBSERV|DE1_REGRA|DE1_VALID|DE1_POSICI|DE1_POSORD|DE1_POSCHV
  |NOTFIS|CON   |016|1|SA1|A1_CGC    |14|0|262|275|CGC                                                                             |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14))                                                                                                                                                                                                                       |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |017|1|SA1|A1_COD    |8|0|276|283|CODIGO DO CLIENTE                                                               |SUBSTR(__CEDILINTXT,44,8)                                                                                                                                                                                                                                     |NAOVAZIO()                                                                                                                      |2|  |                                                                                                                                                                
  |NOTFIS|CON   |018|1|SA1|A1_LOJA   |4|0|284|287|LOJA                                                                            |SUBSTR(__CEDILINTXT,52,4)                                                                                                                                                                                                                                     |NAOVAZIO()                                                                                                                      |2|  |                                                                                                                                                                
  |NOTFIS|CON   |019|1|SA1|A1_CDRDES |6|0|288|293|CONTROLE INTERNO REGIAO DESTINO                                                 |POSICIONE("DUY",3,XFILIAL("DUY")+LEFT(UPPER(ALLTRIM(SUBSTR(__CEDILINTXT,133,35)))+SPACE(LEN(DUY->DUY_DESCRI)),LEN(DUY->DUY_DESCRI))+UPPER(ALLTRIM(SUBSTR(__CEDILINTXT,186,2))),"DUY_GRPVEN")                                                                  |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DEM   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICACAO DO REGISTRO                                                       |"311"                                                                                                                                                                                                                                                         |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |003|1|DE5|DE5_CGCREM|14|0|004|017|CNPJ DO REMETENTE                                                               |U_EDIVALCGC(SUBSTR(__CEDILINTXT,04,14))                                                                                                                                                                                                                       |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |004|1|SA1|A1_INSCR  |15|0|018|032|INSCRICAO ESTADUAL                                                              |                                                                                                                                                                                                                                                              |                                                                                                                                |1|3 |XFILIAL("SA1")+SUBSTR(CLINTXT,4,14)                                                                                                                             
  |NOTFIS|DEM   |005|1|SA1|A1_END    |40|0|033|072|ENDERECO DO REMETENTE                                                           |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |006|1|SA1|A1_MUN    |35|0|073|107|MUNICIPIO DO REMETENTE                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |007|1|SA1|A1_CEP    |9|0|108|116|CEP                                                                             |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |008|1|SA1|A1_EST    |9|0|117|125|ESTADO                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |009|1|DE5|DE5_DTAEMB|8|0|126|133|DATA DO EMBARQUE                                                                |CTOD(TRANSFORM(__XEDICONT,"@R 99/99/9999"))                                                                                                                                                                                                                   |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |010|1|SA1|A1_NOME   |40|0|134|173|NOME DA EMPRESA EMBARCADORA                                                     |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |011|1|   |FILLER    |67|0|174|240|FILLER                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |012|1|DE5|DE5_STATUS|1|0|241|241|STATUS DE5                                                                      |"1"                                                                                                                                                                                                                                                           |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |013|1|SA1|A1_NREDUZ |20|0|242|261|NOME REDUZIDO DA EMPRESA EMBARCADORA                                            |SUBSTR(CLINTXT,134,20)                                                                                                                                                                                                                                        |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |014|1|SA1|A1_TIPO   |1|0|262|262|TIPO (REVENDEDOR,CONSUMIDOR FINAL .....)                                        |U_EDITIPOCLI(SUBSTR(__CEDILINTXT,117,2),SUBSTR(__CEDILINTXT,18,15),U_EDIVALCGC(SUBSTR(__CEDILINTXT,04,14),3))                                                                                                                                                 |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |015|1|SA1|A1_CGC    |14|0|263|276|CNPJ DA EMPRESA EMBARCADORA                                                     |U_EDIVALCGC(SUBSTR(__CEDILINTXT,04,14))                                                                                                                                                                                                                       |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |016|1|SA1|A1_COD    |8|0|277|284|CODIGA DA EMPRESA EMBARCADORA                                                   |U_EDIVALCGC(SUBSTR(__CEDILINTXT,04,14),1)                                                                                                                                                                                                                     |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DEM   |017|1|SA1|A1_LOJA   |4|0|285|288|LOJA EMPRESA EMBARCADORA                                                        |U_EDIVALCGC(SUBSTR(__CEDILINTXT,04,14),2)                                                                                                                                                                                                                     |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DES   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICACAO DO REGISTRO                                                       |"312"                                                                                                                                                                                                                                                         |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DES   |002|1|SA1|A1_NOME   |40|0|004|043|NOME DO DESTINATARIO                                                            |                                                                                                                                                                                                                                                              |                                                                                                                                |1|3 |XFILIAL("SA1")+SUBSTR(CLINTXT,44,14)                                                                                                                            
  |NOTFIS|DES   |004|1|DE5|DE5_CGCDES|14|0|044|057|CNPJ DESTINATARIO                                                               |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14))                                                                                                                                                                                                                       |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DES   |005|1|SA1|A1_INSCR  |15|0|058|072|INSCRICAO ESTADUAL DESTINATARIO                                                 |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |006|1|SA1|A1_END    |40|0|073|112|ENDERECO DESTINATARIO                                                           |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |007|1|SA1|A1_BAIRRO |20|0|113|132|BAIRRO DESTINATARIO                                                             |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |008|1|SA1|A1_MUN    |35|0|133|167|MUNICIPIO DESTINATARIO                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |009|1|SA1|A1_CEP    |9|0|168|176|CEP                                                                             |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |010|1|SA1|A1_COD_MUN|9|0|177|185|CODIGO MUNICIPIO                                                                |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |011|1|SA1|A1_EST    |9|0|186|194|ESTADO                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |012|1|   |DE5_AREFRT|4|0|195|198|AREA DE FRETE - PORTAO, DOCA, REGIAO DE ENTREGA, ETC                            |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DES   |013|1|SA1|A1_TEL    |35|0|199|233|TELEFONE                                                                        |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |015|1|SA1|A1_NREDUZ |20|0|234|253|NOME REDUZIDO DESTINATARIO                                                      |SUBSTR(CLINTXT,4,20)                                                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |016|1|SA1|A1_TIPO   |1|0|254|254|TIPO (REVENDEDOR, CONSUMIDOR FINAL....)                                         |U_EDITIPOCLI(SUBSTR(__CEDILINTXT,186,2),SUBSTR(__CEDILINTXT,58,15),U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),3))                                                                                                                                                 |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |017|1|SA1|A1_CGC    |14|0|255|268|CNPJ                                                                            |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14))                                                                                                                                                                                                                       |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |018|1|SA1|A1_COD    |8|0|269|276|CODIGO                                                                          |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),1)                                                                                                                                                                                                                     |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |019|1|SA1|A1_LOJA   |4|0|277|280|LOJA                                                                            |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),2)                                                                                                                                                                                                                     |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |020|1|SA1|A1_CDRDES |6|0|281|286|REGIAO DESTINO                                                                  |IF(!EMPTY(POSICIONE("DEA",1,XFILIAL("DEA")+SUBSTR(CLINTXT,133,35)+ALLTRIM(SUBSTR(CLINTXT,186,09)),"DEA_CDRDES")),DEA->DEA_CDRDES,"")                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |021|1|   |A1_DTCAD  |1|0|287|287|DATA DO CADASTRAMENTO                                                           |DDATABASE                                                                                                                                                                                                                                                     |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |022|1|SA1|A1_PESSOA |1|0|288|288|TIPO DE PESSOA , FISICA OU JURIDICA                                             |IF(LEN(ALLTRIM(U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14)) ))> 11,"J","F")                                                                                                                                                                                        |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DES   |023|1|   |A1_FILDEB |2|0|289|290|CODIGO DA FILIAL DE DEBITO                                                      |SM0->M0_CODFIL                                                                                                                                                                                                                                                |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICACAO DO REGISTRO                                                       |"313"                                                                                                                                                                                                                                                         |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |002|1|   |NUMROM    |15|0|004|018|NUMERO ROMANEIO                                                                 |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |003|1|   |CODROTA   |7|0|019|025|CODIGO DA ROTA                                                                  |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |004|1|DE5|DE5_TIPTRA|1|0|026|026|TIPO DE TRANSPORTE                                                              |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |005|1|   |TP TRANS C|1|0|027|027|TIPO DO TRANSPORTE DA CARGA                                                     |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |006|1|   |TIPOCARGA |1|0|028|028|TIPO DA CARGA - 1=FRIA, 2=SECA, 3=MISTA                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |007|1|DE5|DE5_TIPFRE|1|0|029|029|CONDICAO DO FRETE (CIF/FOB)                                                     |IIF(SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)=="C","1","2")                                                                                                                                                                                        |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |008|1|DE5|DE5_SERIE |3|0|030|032|SERIE DA NOTA FISCAL                                                            |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |009|1|DE5|DE5_DOC   |8|0|033|040|NUMERO DA NOTA FISCAL                                                           |RIGHT(SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM),8)                                                                                                                                                                                                 |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |010|1|DE5|DE5_EMINFC|8|0|041|048|DATA DE EMISSAO                                                                 |CTOD(SUBSTR(CLINTXT,41,2)+"/"+SUBSTR(CLINTXT,43,2)+"/"+SUBSTR(CLINTXT,45,4))                                                                                                                                                                                  |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |011|1|DE5|DE5_CODPRO|15|0|049|063|NATUREZA (TIPO) DA MERCADORIA                                                   |IF(!EMPTY(POSICIONE("DE7",2,XFILIAL("DE7")+DEC->DEC_CODCLI+DEC->DEC_LOJCLI+SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM),"DE7_CODPRO")),DE7->DE7_CODPRO,SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM))                                          |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |012|1|DE5|DE5_CODEMB|15|0|064|078|ESPECIE DE ACONDICIONAMENTO                                                     |"CX"                                                                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |013|1|DE5|DE5_QTDVOL|7|2|079|085|QUANTIDADE DE VOLUMES                                                           |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |014|1|DE5|DE5_VALOR |15|2|086|100| VALOR TOTAL DA NOTA                                                            |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |015|1|DE5|DE5_PESO  |7|2|101|107|PESO TOTAL DA MERCADORIA A SER TRANSPORTADA                                     |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |016|1|DE5|DE5_METRO3|5|2|108|112|PESO DENSIDADE / CUBAGEM                                                        |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |017|1|   |INCICMS   |1|0|113|113|INCIDENCIA DE ICMS (S/N)                                                        |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |018|1|   |SEGEFET   |1|0|114|114|SEGURO JA EFETUADO ?                                                            |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |019|1|   |DE5_VALSEG|15|2|115|129|VALOR DO SEGURO                                                                 |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |020|1|   |VALCOBR   |15|2|130|144|VALOR A SER COBRADO                                                             |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |021|1|   |NPLACA    |7|0|145|151|NUMERO DA PLACA DO CAMINHAO OU DA CARRETA                                       |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |022|1|   |PLANCARG  |1|0|152|152|PLANO DE CARGA RAPIDA ? (S/N)                                                   |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |023|1|   |VLFRTPESO |15|2|153|167|VALOR DO FRETE PESO                                                             |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |024|1|   |VLFRTVALOR|15|2|168|182|VALOR ADVALOREM                                                                 |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |025|1|   |VLFRTTAXAS|15|2|183|197|VALOR TOTAL DAS TAXAS                                                           |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |026|1|   |VLFRTFRETE|15|2|198|212|VALOR TOTAL DO FRETE                                                            |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |028|1|   |ACAODOC   |1|0|213|213|ACAO DO DOCUMENTO (I=INCLUIR , E=EXCLUSAO CANCELAMENTO)                         |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|DNF   |029|1|DE5|DE5_FILIAL|2|0|214|215|FILIAL                                                                          |XFILIAL("DE5")                                                                                                                                                                                                                                                |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|DNF   |030|1|   |FILLER    |25|0|216|240|FILLER                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICACAO DO REGISTRO                                                       |"316"                                                                                                                                                                                                                                                         |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|RED   |002|1|SA1|A1_NOME   |40|0|004|043|RAZAO SOCIAL                                                                    |                                                                                                                                                                                                                                                              |                                                                                                                                |1|3 |XFILIAL("SA1")+SUBSTR(CLINTXT,44,14)                                                                                                                            
  |NOTFIS|RED   |004|1|DE5|DE5_CGCDPC|14|0|044|057|CGC                                                                             |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14))                                                                                                                                                                                                                       |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|RED   |005|1|SA1|A1_INSCR  |15|0|058|072|INSCRICAO ESTADUAL                                                              |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |006|1|SA1|A1_END    |40|0|073|112|ENDERECO                                                                        |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |007|1|SA1|A1_BAIRRO |20|0|113|132|BAIRRO                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |008|1|SA1|A1_MUN    |35|0|133|167|MUNICIPIO                                                                       |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |009|1|SA1|A1_CEP    |9|0|168|176|CEP                                                                             |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |010|1|SA1|A1_COD_MUN|9|0|177|185|CODIGO MUNICIPIO                                                                |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |011|1|SA1|A1_EST    |9|0|186|194|ESTADO                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |012|1|   |DE5_AREFRT|4|4|195|198|AREA DE FRETE                                                                   |                                                                                                                                                                                                                                                              |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|RED   |013|1|SA1|A1_TEL    |35|0|199|233|TELEFONE                                                                        |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |014|1|SA1|A1_NREDUZ |20|0|234|253|NOME REDUZIDO                                                                   |SUBSTR(CLINTXT,4,20)                                                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |015|1|SA1|A1_TIPO   |1|0|254|254|TIPO (REVENDEDOR, CONSUMIDOR FINAL ETC...)                                      |U_EDITIPOCLI(SUBSTR(__CEDILINTXT,186,2),SUBSTR(__CEDILINTXT,58,15),U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),3))                                                                                                                                                 |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |016|1|SA1|A1_CGC    |14|0|255|268|CGC                                                                             |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14))                                                                                                                                                                                                                       |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |017|1|SA1|A1_COD    |8|0|269|276|CODIGO CLIENTE                                                                  |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),1)                                                                                                                                                                                                                     |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |018|1|SA1|A1_LOJA   |4|0|277|280|LOJA                                                                            |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),2)                                                                                                                                                                                                                     |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |019|1|SA1|A1_CDRDES |6|0|281|286|REGIAO                                                                          |POSICIONE("DUY",3,XFILIAL("DUY")+LEFT(UPPER(ALLTRIM(SUBSTR(__CEDILINTXT,133,35)))+SPACE(LEN(DUY->DUY_DESCRI)),LEN(DUY->DUY_DESCRI))+UPPER(ALLTRIM(SUBSTR(__CEDILINTXT,186,2))),"DUY_GRPVEN")                                                                  |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RED   |020|1|   |FILLER    |7|0|287|293|FILLER                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DO REGISTRO                                                       |                                                                                                                                                                                                                                                              |"317"                                                                                                                           | |  |                                                                                                                                                                
  |NOTFIS|RPF   |002|1|SA1|A1_NOME   |40|0|004|043|RAZAO SOCIAL                                                                    |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |1|3 |XFILIAL("SA1")+SUBSTR(CLINTXT,44,14)                                                                                                                            
  |NOTFIS|RPF   |004|1|DE5|DE5_CGCDEV|14|0|044|057|CGC                                                                             |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14))                                                                                                                                                                                                                       |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|RPF   |005|1|SA1|A1_INSCR  |15|0|058|072|INSCRICAO ESTADUAL                                                              |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |006|1|SA1|A1_END    |40|0|073|112|ENDERECO                                                                        |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |007|1|SA1|A1_BAIRRO |20|0|113|132|BAIRRO                                                                          |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |008|1|SA1|A1_MUN    |35|0|133|167|MUNICIPIO                                                                       |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |009|1|SA1|A1_CEP    |9|0|168|176|CEP                                                                             |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |010|1|SA1|A1_COD_MUN|9|0|177|185|CODIGO MUNICIPIO                                                                |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |011|1|SA1|A1_EST    |9|0|186|194|ESTADO                                                                          |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |012|1|SA1|A1_TEL    |35|0|195|229|TELEFONE                                                                        |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |013|1|SA1|A1_NREDUZ |20|0|230|249|NOME REDUZIDO                                                                   |SUBSTR(CLINTXT,4,20)                                                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |014|1|SA1|A1_TIPO   |1|0|250|250|TIPO (REVENDEDOR, CONSUMIDOR FINAL ETC...)                                      |U_EDITIPOCLI(SUBSTR(__CEDILINTXT,186,2),SUBSTR(__CEDILINTXT,58,15),U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),3))                                                                                                                                                 |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |015|1|SA1|A1_CGC    |14|0|251|264|CGC                                                                             |SUBSTR(CLINTXT,44,14)                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |016|1|SA1|A1_COD    |8|0|265|272|CODIGO CLIENTE                                                                  |SUBSTR(CLINTXT,44,8)                                                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|RPF   |017|1|SA1|A1_LOJA   |4|0|273|276|LOJA                                                                            |SUBSTR(CLINTXT,52,4)                                                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|OEN   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"342"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|OEN   |002|1|SA1|A1_CGC    |14|0|004|017|CGC DA EMBARCADORA                                                              |                                                                                                                                                                                                                                                              |                                                                                                                                |1|1 |XFILIAL("SA1")+DEC->DEC_CODCLI+DEC->DEC_LOJCLI                                                                                                                  
  |OCOREN|OEN   |003|2|   |Complement|97|0|018|114|                                                                                |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|OEN   |005|1|   |FILLER    |6|0|115|120|                                                                                |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|TRA   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"341"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|TRA   |002|1|SM0|M0_CGC    |14|0|004|017|C.G.C.                                                                          |SM0->M0_CGC                                                                                                                                                                                                                                                   |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|TRA   |003|1|SM0|M0_NOMECOM|40|0|018|057|RAZAO SOCIAL                                                                    |SM0->M0_NOMECOM                                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|TRA   |004|1|   |FILLER    |63|0|058|120|PREENCHER COM BRANCOS                                                           |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|UNB   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"000"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|UNB   |002|1|SM0|M0_NOMECOM|35|0|004|038|IDENTIFICACAO DO REMETENTE                                                      |SM0->M0_NOMECOM                                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |OCOREN|UNB   |003|1|SA1|A1_NOME   |35|0|039|073|IDENTIFICACAO DO DESTINATARIO                                                   |                                                                                                                                                                                                                                                              |                                                                                                                                |1|1 |XFILIAL("SA1")+DEC->DEC_CODCLI+DEC->DEC_LOJCLI                                                                                                                  
  |OCOREN|UNB   |004|1|   |DATA      |6|0|074|079|DATA (DDMMAA)                                                                   |U_EDICONVDAT(DATE(),2)                                                                                                                                                                                                                                        |                                                                                                                                |2|  |                                                                                                                                                                
