0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_NATCTA;CT1_ACATIV;CT1_ATOBRG;CT1_ACET05;CT1_05OBRG;CT1_ACAT01;CT1_AT01OB;CT1_ACAT02;CT1_AT02OB;CT1_ACAT03;CT1_AT03OB;CT1_ACAT04;CT1_AT04OB
1;  ;121101              ;EQUIPO DE COMPUTACION                   ;                                        ;                                        ;                                        ;                                        ;2;1;33        ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;1211                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121102              ;MAQUINARIA EQUIPO E INSTALACIONES       ;                                        ;                                        ;                                        ;                                        ;2;1;34        ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;1211                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121102              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121103              ;MUEBLES Y ENSERES                       ;                                        ;                                        ;                                        ;                                        ;2;1;35        ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;1211                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121103              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121104              ;INMUEBLES                               ;                                        ;                                        ;                                        ;                                        ;2;1;36        ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;1211                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121104              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121105              ;VEHICULO                                ;                                        ;                                        ;                                        ;                                        ;2;1;37        ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1211                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121105              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1212                ;DEPRECIACION ACUMULADA ACTIVOS FIJOS    ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;121                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1212                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121201              ;EQUIPO DE COMPUTACION Y SOFTWARE        ;                                        ;                                        ;                                        ;                                        ;2;1;38        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1212                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121201              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121202              ;EQUIPO E INSTALACIONES                  ;                                        ;                                        ;                                        ;                                        ;2;1;39        ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;1212                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121202              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121203              ;MUEBLES Y ENSERES                       ;                                        ;                                        ;                                        ;                                        ;2;1;40        ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;1212                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121203              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121204              ;EQUIPOS DE OFICINA                      ;                                        ;                                        ;                                        ;                                        ;2;1;41        ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;1212                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121204              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121205              ;VEHICULO                                ;                                        ;                                        ;                                        ;                                        ;2;1;42        ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;1212                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121205              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;122                 ;ACTIVO FIJO INTANGIBLE                  ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;122                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1221                ;COSTOS ACTIVOS                          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;122                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1221                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;122101              ;SOFTWARE                                ;                                        ;                                        ;                                        ;                                        ;2;1;43        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1221                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;122101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;13                  ;ACTIVO DIFERIDO                         ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;131                 ;ACTIVO DIFERIDO                         ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;13                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;131                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1311                ;ACTIVO DIFERIDO                         ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;131                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1311                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;131101              ;GOODWILL                                ;                                        ;                                        ;                                        ;                                        ;2;1;44        ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1311                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;131101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;131199              ;AMORTIZACION GOODWILL                   ;                                        ;                                        ;                                        ;                                        ;2;1;45        ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;1311                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;131199              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;14                  ;ACTIVOS LARGO PLAZO                     ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;14                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;141                 ;INVERSIONES                             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;14                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;141                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1411                ;INVERSIONES                             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;141                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1411                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;141101              ;INVERSIONES LARGO PLAZO                 ;                                        ;                                        ;                                        ;                                        ;2;1;46        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1411                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;141101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;142                 ;CUENTAS POR COBRAR CLIENTES             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;14                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;142                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1421                ;CUENTAS POR COBRAR LOCALES L/P          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;142                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1421                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;142101              ;EMPRESA D                               ;                                        ;                                        ;                                        ;                                        ;2;1;47        ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;1421                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;142101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;142102              ;EMPRESA E                               ;                                        ;                                        ;                                        ;                                        ;2;1;48        ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1421                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;142102              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1422                ;CUENTAS POR COBRAR DEL EXTERIOR L/P     ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;142                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1422                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;142201              ;EMPRESA DD                              ;                                        ;                                        ;                                        ;                                        ;2;1;49        ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;1422                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;142201              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;142202              ;EMPRESA ED                              ;                                        ;                                        ;                                        ;                                        ;2;1;50        ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;1422                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;142202              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1423                ;PROVISION CUENTAS INCOBRABLES           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;142                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1423                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;142301              ;PROVISION CUENTAS INCOBRABLES L/P       ;                                        ;                                        ;                                        ;                                        ;2;1;51        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1423                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;142301              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;2                   ;PASIVO                                  ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2                   ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;21                  ;CORRIENTES                              ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;2                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211                 ;CORTO PLAZO                             ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;21                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;2111                ;PROVEEDORES RELACIONADOS                ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;211                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2111                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211101              ;PROVEEDORES LOCALES                     ;                                        ;                                        ;                                        ;                                        ;2;2;52        ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;2111                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211102              ;PROVEEDORES DEL EXTERIOR                ;                                        ;                                        ;                                        ;                                        ;2;2;53        ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;2111                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211102              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;2112                ;PROVEEDORES NO RELACIONADOS             ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;211                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2112                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211201              ;PROVEEDORES LOCALES                     ;                                        ;                                        ;                                        ;                                        ;2;2;54        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;2112                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211201              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211202              ;PROVEEDORES DEL EXTERIOR                ;                                        ;                                        ;                                        ;                                        ;2;2;55        ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;2112                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211202              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;2113                ;PRESTAMOS                               ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;211                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2113                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211301              ;BANCOS LOCALES                          ;                                        ;                                        ;                                        ;                                        ;2;2;56        ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;2113                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211301              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211302              ;BANCOS EXTERIOR                         ;                                        ;                                        ;                                        ;                                        ;2;2;57        ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;2113                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211302              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211303              ;ACCIONISTAS LOCALES                     ;                                        ;                                        ;                                        ;                                        ;2;2;58        ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;2113                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211303              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211304              ;ACCIONISTAS EXTERIOR                    ;                                        ;                                        ;                                        ;                                        ;2;2;59        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;2113                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211304              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;2114                ;SUELDOS BENEFICIOS SOCIALES Y OTROS POR ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;211                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2114                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211401              ;SUELDO POR PAGAR                        ;                                        ;                                        ;                                        ;                                        ;2;2;60        ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211401              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211402              ;DECIMO TERCER SUELDO                    ;                                        ;                                        ;                                        ;                                        ;2;2;61        ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211402              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211403              ;DECIMO CUARTO SUELDO                    ;                                        ;                                        ;                                        ;                                        ;2;2;62        ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211403              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211404              ;FONDOS DE RESERVA                       ;                                        ;                                        ;                                        ;                                        ;2;2;63        ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211404              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211405              ;VACACIONES                              ;                                        ;                                        ;                                        ;                                        ;2;2;64        ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211405              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211406              ;DESAHUCIO                               ;                                        ;                                        ;                                        ;                                        ;2;2;65        ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211406              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211407              ;INDEMNIZACION POR DESPIDO INTEMPESTIVO  ;                                        ;                                        ;                                        ;                                        ;2;2;66        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211407              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211408              ;15% PARTICIPACION TRABAJADORES          ;                                        ;                                        ;                                        ;                                        ;2;2;67        ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211408              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211409              ;IMPUESTO A LA RENTA POR PAGAR           ;                                        ;                                        ;                                        ;                                        ;2;2;68        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211409              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211410              ;APORTE PERSONAL 9.35%                   ;                                        ;                                        ;                                        ;                                        ;2;2;69        ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211410              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211411              ;APORTE PATRONAL 12.15%                  ;                                        ;                                        ;                                        ;                                        ;2;2;70        ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211411              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211412              ;PRESTAMOS QUIROGRAFARIOS POR PAGAR      ;                                        ;                                        ;                                        ;                                        ;2;2;71        ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;2114                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211412              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;2115                ;IMPUESTOS POR PAGAR                     ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;211                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2115                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211501              ;IVA VENTAS                              ;                                        ;                                        ;                                        ;                                        ;2;2;72        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;2115                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211501              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211502              ;RETENCION EN LA FUENTE 1%               ;                                        ;                                        ;                                        ;                                        ;2;2;73        ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;2115                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211502              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211503              ;RETENCION EN LA FUENTE 2%               ;                                        ;                                        ;                                        ;                                        ;2;2;74        ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;2115                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211503              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211504              ;RETENCION EN LA FUENTE 8%               ;                                        ;                                        ;                                        ;                                        ;2;2;75        ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;2115                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211504              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;211505              ;RETENCION EN LA FUENTE 25%              ;                                        ;                                        ;                                        ;                                        ;2;2;76        ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;2115                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;211505              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
