0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_NATCTA;CT1_ACATIV;CT1_ATOBRG;CT1_ACET05;CT1_05OBRG;CT1_ACAT01;CT1_AT01OB;CT1_ACAT02;CT1_AT02OB;CT1_ACAT03;CT1_AT03OB;CT1_ACAT04;CT1_AT04OB;CT1_TPO01;CT1_TPO04;CT1_TPO02;CT1_TPO03
1;  ;21202               ;IMPUESTO SOBRE LA RENTA                 ;                                        ;                                        ;                                        ;                                        ;2;2;0000000037;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21202               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21203               ;IMPUESTO SELECTIVO DE CONSUMO           ;                                        ;                                        ;                                        ;                                        ;2;2;0000000038;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21203               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21204               ;IMPUESTOS                               ;                                        ;                                        ;                                        ;                                        ;2;2;0000000039;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21204               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21299               ;OTROS                                   ;                                        ;                                        ;                                        ;                                        ;2;2;0000000040;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21299               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;213                 ;OBLIGACIONES                            ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;21                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;213                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21301               ;SALARIOS POR PAGAR                      ;                                        ;                                        ;                                        ;                                        ;2;2;0000000041;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;213                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21301               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21302               ;AGUINALDO                               ;                                        ;                                        ;                                        ;                                        ;2;2;0000000042;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;213                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21302               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21303               ;VACACIONES                              ;                                        ;                                        ;                                        ;                                        ;2;2;0000000043;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;213                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21303               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21304               ;CESANTIA                                ;                                        ;                                        ;                                        ;                                        ;2;2;0000000044;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;213                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21304               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;214                 ;PROVISIONES                             ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;21                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;214                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21401               ;SALARIOS POR PAGAR                      ;                                        ;                                        ;                                        ;                                        ;2;2;0000000045;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;214                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21401               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21402               ;VACACIONES                              ;                                        ;                                        ;                                        ;                                        ;2;2;0000000046;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;214                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21402               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21403               ;AGUINALDO                               ;                                        ;                                        ;                                        ;                                        ;2;2;0000000047;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;214                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21403               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;21404               ;CESANTIA                                ;                                        ;                                        ;                                        ;                                        ;2;2;0000000048;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;214                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21404               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;22                  ;PASIVO DE LARGO PLAZO                   ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;2                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;22                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;2201                ;PASIVO DE LARGO PLAZO                   ;                                        ;                                        ;                                        ;                                        ;2;2;0000000049;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;22                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2201                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;221                 ;PRESTAMOS Y FINANCIAMIENTOS             ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;22                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;221                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;22101               ;PRESTAMOS Y FINANCIAMIENTOS             ;                                        ;                                        ;                                        ;                                        ;2;2;0000000050;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;221                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;22101               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;29                  ;OTROS PASIVOS                           ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;2                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;29                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;2901                ;OTROS PASIVOS                           ;                                        ;                                        ;                                        ;                                        ;2;2;0000000051;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;29                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2901                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;3                   ;PATRIMONIO                              ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3                   ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;301                 ;PATRIMONIO                              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000052;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;301                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;31                  ;CAPITAL SOCIAL                          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;31                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;3101                ;CAPITAL SOCIAL                          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000053;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;31                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3101                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;32                  ;UTILIDAD/DEFICIT ACUMULADO              ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;32                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;3201                ;UTILIDAD/DEFICIT ACUMULADO              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000054;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;32                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3201                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;33                  ;UTILIDAD/DEFICIT DEL PERIODO            ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;3                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;33                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;3301                ;UTILIDAD/DEFICIT DEL PERIODO            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000055;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;33                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;3301                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;4                   ;INGRESOS                                ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;4                   ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;401                 ;INGRESOS                                ;                                        ;                                        ;                                        ;                                        ;2;2;0000000056;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;401                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;41                  ;VENTAS                                  ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;41                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;4101                ;VENTAS                                  ;                                        ;                                        ;                                        ;                                        ;2;2;0000000057;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;41                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;4101                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;42                  ;OTROS INGRESOS OPERACIONALES            ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;42                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;4201                ;OTROS INGRESOS OPERACIONALES            ;                                        ;                                        ;                                        ;                                        ;2;2;0000000058;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;42                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;4201                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;43                  ;INGRESOS FINANCIEROS                    ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;43                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;4301                ;INGRESOS FINANCIEROS                    ;                                        ;                                        ;                                        ;                                        ;2;2;0000000059;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;43                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;4301                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;49                  ;OTROS INGRESOS                          ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;4                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;49                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;4901                ;OTROS INGRESOS                          ;                                        ;                                        ;                                        ;                                        ;2;2;0000000060;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;49                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;4901                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;5                   ;GASTOS                                  ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;5                   ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;501                 ;GASTOS                                  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000061;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;5                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;501                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;51                  ;GASTOS GENERALES                        ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;5                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;51                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;5101                ;GASTOS GENERALES                        ;                                        ;                                        ;                                        ;                                        ;2;1;0000000062;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;51                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;5101                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;511                 ;IMPUESTOS                               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;51                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;511                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;51101               ;IMPUESTOS                               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000063;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;511                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;51101               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;512                 ;GENERALES                               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;51                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;512                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;51201               ;ENERGIA ELECTRICA                       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000064;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;512                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;51201               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;51202               ;AGUA                                    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000065;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;512                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;51202               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;51203               ;COMUNICACION                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000066;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;512                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;51203               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;51204               ;ALQUILERES                              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000067;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;512                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;51204               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;513                 ;DEPRECIACIONES                          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;51                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;513                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;51301               ;DEPRECIACIONES                          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000068;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;513                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;51301               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;52                  ;GASTOS DE PERSONAL                      ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;5                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;52                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;5201                ;GASTOS DE PERSONAL                      ;                                        ;                                        ;                                        ;                                        ;2;1;0000000069;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;52                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;5201                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;521                 ;SALARIOS                                ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;52                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;521                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;52101               ;SALARIOS                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000070;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;521                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;52101               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;522                 ;VACACIONES                              ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;52                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;522                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;52201               ;VACACIONES                              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000071;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;522                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;52201               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;523                 ;AGUINALDO                               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;52                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;523                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;52301               ;AGUINALDO                               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000072;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;523                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;52301               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;524                 ;CESANTIA                                ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;52                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;524                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;52401               ;CESANTIA                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000073;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;524                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;52401               ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
1;  ;525                 ;CARGAS SOCIALES                         ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;52                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;525                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ;  ;  ;  
