BCT_CODOPE;BCT_PROPRI;BCT_CODGLO;BCT_DESCRI;BCT_TIPO;BCT_USO;BCT_ATIVO;BCT_RESOBR;BCT_MOTOBR;BCT_PERFOR;BCT_LOCANA;BCT_LIBESP;BCT_CODEDI;BCT_CODED2;BCT_PROT;BCT_POS;BCT_WEB;BCT_COMONL;BCT_CODNIV;BCT_AUDITO;BCT_GLTISS;BCT_DESTIS;BCT_NIVEL;BCT_RECGER;BCT_EDI550;BCT_ENVCOX;BCT_ATIUPL
0001;X;27;Codigo de evento enviado invalido ou bloqueado pela operadora;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;28;Quantidade pre-autorizada menor do que a quantidade enviada;1;3;0;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;29;Local de atendimento nao encontrado com base no endereco enviado;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;30;Nao foi possivel localizar uma composicao para este evento;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;31;Nao foi possivel localizar uma tabela de pagamento valida para este evento;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;32;Problemas com o contrato do beneficiario na data informada;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;33;Operadora localizada com base no registro da ans enviado, diferente da operadora padrao;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;34;Executante nao informado na guia de consulta;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;36;Numero da senha nao autorizada pela operadora;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;37;Evento informado nao esta contido na guia de pre-autorizacao;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;39;Codigo que identifica o membro de equipe nao reconhecido pela operadora;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;40;Codigo de procedimento enviado em Guia de Consulta, nao reconhecido como uma consulta pela operadora;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;41;Tipo de Carater de Atendimento  Invalido;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;42;Data do procedimento superior a data do sistema;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;43;Regime de Internacao Invalido;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;44;Evento enviado no arquivo nao foi autorizado na senha enviada;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;47;O executante nao pode atender usuarios deste produto;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;48;A Rede de atendimento nao pode atender usuarios deste produto;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;52;Valor deve ser maior que zero.;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;53;Apenas um procedimento pode ser executado para a mesma data de execucao, prestador e beneficiario.;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;54;O valor apresentado e diferente do valor contratado.;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;55;Procedimento bloqueado na especialidade do Prestador.                                                         		;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;56;RDA informada como origem divergente da RDA que submeteu o Arquivo.;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;57;O valor total deve ser igual ao valor unitario X %red/acr X qtde, sendo que o %red/acr deve ser 1 caso nao haja red/acr.;1;3;1;;0;1;3;;;;1;1;1;0;;0;;;2;;;;1
0001;X;58;Data de atendimento superior ao permitido.;1;3;1;;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;59;Especialidade bloqueada no cadastro do Prestador.;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;60;Prestador Bloqueado/Nao Credenciado na data informada.;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;61;Profissional de Saude Bloqueado na data informada.;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;62;Local de atendimento invalido com base no CNES informado no arquivo;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;63;Para o motivo de encerramento informado e necessario informar a declaracao de obito;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;65;Data do procedimento fora do periodo de internacao;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;66;CBOS do executante invalido;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;67;Terminologia fora da vigencia;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;68;Faturamento Invalido;1;3;1;;0;1;3;;;;1;1;1;0;;0;1713;FATURAMENTO INVALIDO;1;;;;1
0001;X;72;Numero da guia principal nao encontrada no sistema.;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;73;Data da alta superior a data de internacao.;1;3;1;0;0;1;3;;;;1;1;1;0;;0;;;1;;;;1
0001;X;9I;Esta Guia esta duplicada.;1;3;0;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;9N;Data de entrega fora do prazo;1;3;1;0;;0;3;;;;1;1;1;;;;;;2;;;;
0001;X;74;Guias faturadas sem antes ser executadas pelo prestador.;1;3;0;0;0;1;3;;;;0;0;0;0;;0;;;1;;;;1
0001;X;9X;Esta Guia foi cancelada;1;3;0;0;;0;3;;;;1;1;1;;;;;;2;;;;
