CT1_CONTA;CT1_DESC01;CT1_CLASSE;CT1_NORMAL;CT1_BLOQ;CT1_CTASUP;CT1_CTLALU;CT1_DIOPS
211122021;Provisão de Eventos/Sinistros a Liquidar para o SUS - GRU;2;2;2;21112202;211122021;2
211122022;Provisão de Eventos/Sinistros a Liquidar para o SUS - Parcelamento;2;2;2;21112202;211122022;2
211122024;Provisão de Eventos /Sinistros a Liquidar para o SUS  ( %  hc x ABI);2;2;2;21112202;211122024;2
21112203;Provisão de Eventos/Sinistros a Liquidar para Outros Prestadores de Serviços Assistenciais;1;2;2;211122;21112203;2
211122031;Rede Contratada/Credenciada;2;2;2;21112203;211122031;2
211122032;Cooperados;2;2;2;21112203;211122032;2
211122033;Intercâmbio;2;2;2;21112203;211122033;2
211122034;Reembolso;2;2;2;21112203;211122034;2
211122035;Rede Própria;2;2;2;21112203;211122035;2
21112208;Outras Provisões Técnicas;1;2;2;211122;21112208;2
211122081;Outras Provisões Técnicas - Autorizadas;2;2;2;21112208;211122081;2
211122082;Outras Provisões Técnicas - Obrigatórias;2;2;2;21112208;211122082;2
213;DÉBITOS DE OPERAÇÕES DE ASSISTÊNCIA À SAÚDE;1;2;2;21;213;2
2131;CONTRAPRESTAÇÕES/PRÊMIOS A RESTITUIR;1;2;2;213;2131;2
21311;CONTRAPRESTAÇÕES/PRÊMIOS A RESTITUIR DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;2;2;2131;21311;2
213119;Contraprestações/Prêmios a Restituir de Assistência Médico-Hospitalar;1;2;2;21311;213119;2
21311901;Contraprestações/Prêmios a Restituir de Assistência Médico-Hospitalar;1;2;2;213119;21311901;2
213119011;Contraprestação Pecuniária a Restituir;2;2;2;21311901;213119011;2
213119012;Prêmios a Restituir;2;2;2;21311901;213119012;2
21312;CONTRAPRESTAÇÕES/PRÊMIOS A RESTITUIR DE ASSISTÊNCIA ODONTOLÓGICA;1;2;2;2131;21312;2
213129;Contraprestações/Prêmios a Restituir de Assistência Odontológica;1;2;2;21312;213129;2
21312901;Contraprestações/Prêmios a Restituir de Assistência Odontológica;1;2;2;213129;21312901;2
213129011;Contraprestação Pecuniária a Restituir;2;2;2;21312901;213129011;2
213129012;Prêmios a Restituir;2;2;2;21312901;213129012;2
2132;RECEITA ANTECIPADA DE CONTRAPRESTAÇÕES/PRÊMIOS;1;2;2;213;2132;2
21321;CONTRAPRESTAÇÃO PECUNIÁRIA/PRÊMIOS RECEBIDOS ANTECIPADAMENTE - ASSISTÊNCIA MÉDICO HOSPITALAR;1;2;2;2132;21321;2
213219;Contraprestação Pecuniária/Prêmios Recebidos Antecipadamente - Assistência Médico Hospitalar;1;2;2;21321;213219;2
21321901;Contraprestação Pecuniária/Prêmios Recebidos Antecipadamente - Assistência Médico Hospitalar;1;2;2;213219;21321901;2
213219011;Contraprestação Pecuniária/Prêmios Recebidos Antecipadamente - Assistência Médico Hospitalar;2;2;2;21321901;213219011;2
21322;CONTRAPRESTAÇÃO PECUNIÁRIA/PRÊMIOS RECEBIDOS ANTECIPADAMENTE - ASSISTÊNCIA ODONTOLÓGICA;1;2;2;2132;21322;2
213229;Contraprestação Pecuniária/Prêmios Recebidos Antecipadamente - Assistência Odontológica;1;2;2;21322;213229;2
21322901;Contraprestação Pecuniária/Prêmios Recebidos Antecipadamente - Assistência Odontológica;1;2;2;213229;21322901;2
213229011;Contraprestação Pecuniária/Prêmios Recebidos Antecipadamente - Assistência Odontológica;2;2;2;21322901;213229011;2
2134;COMERCIALIZAÇÃO SOBRE OPERAÇÕES;1;2;2;213;2134;2
21341;COMERCIALIZAÇÃO SOBRE OPERAÇÕES DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;2;2;2134;21341;2
213419;Comercialização sobre Operações de Assistência Médico-Hospitalar;1;2;2;21341;213419;2
21341901;Comercialização sobre Operações de Assistência Médico-Hospitalar;1;2;2;213419;21341901;2
213419011;Débitos de Comercialização sobre Contraprestação Pecuniária;2;2;2;21341901;213419011;2
213419012;Comissões a Pagar - Seguros;2;2;2;21341901;213419012;2
21342;COMERCIALIZAÇÃO SOBRE OPERAÇÕES DE ASSISTÊNCIA ODONTOLÓGICA;1;2;2;2134;21342;2
213429;Comercialização sobre Operações de Assistência Odontológica;1;2;2;21342;213429;2
21342901;Comercialização sobre Operações de Assistência Odontológica;1;2;2;213429;21342901;2
213429011;Débitos de Comercialização sobre Contraprestação Pecuniária;2;2;2;21342901;213429011;2
213429012;Comissões a Pagar - Seguros;2;2;2;21342901;213429012;2
2135;OPERADORAS DE PLANOS DE ASSISTÊNCIA À SAÚDE;1;2;2;213;2135;2
21351;OPERADORAS DE PLANOS DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;2;2;2135;21351;2
213511;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pre-estabelecido;1;2;2;21351;213511;2
21351101;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pre-estabelecido;1;2;2;213511;21351101;2
213511011;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pre-estabelecido;2;2;2;21351101;213511011;2
213512;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pós-estabelecido;1;2;2;21351;213512;2
21351201;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pós-estabelecido;1;2;2;213512;21351201;2
213512011;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pós-estabelecido;2;2;2;21351201;213512011;2
213519;Co - Seguradoras ;1;2;2;21351;213519;2
21351901;Cosseguro Aceito;1;2;2;213519;21351901;2
213519011;Prêmios;2;2;2;21351901;213519011;2
213519012;Sinistros;2;2;2;21351901;213519012;2
213519013;Comercialização;2;2;2;21351901;213519013;2
213519018;Outros Débitos;2;2;2;21351901;213519018;2
21351902;Cosseguro Cedido;1;2;2;213519;21351902;2
213519021;Prêmios;2;2;2;21351902;213519021;2
213519022;Sinistros;2;2;2;21351902;213519022;2
213519023;Comercialização;2;2;2;21351902;213519023;2
213519028;Outros Débitos;2;2;2;21351902;213519028;2
21352;OPERADORAS DE PLANOS DE ASSISTÊNCIA ODONTOLÓGICA;1;2;2;2135;21352;2
213521;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pre-estabelecido;1;2;2;21352;213521;2
21352101;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pre-estabelecido;1;2;2;213521;21352101;2
213521011;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pre-estabelecido;2;2;2;21352101;213521011;2
213522;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pós-estabelecido;1;2;2;21352;213522;2
21352201;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pós-estabelecido;1;2;2;213522;21352201;2
213522011;Intercâmbio a Pagar de Corresponsabilidade transferida Cedida - Preço Pós-estabelecido;2;2;2;21352201;213522011;2
213529;Co - Seguradoras ;1;2;2;21352;213529;2
21352901;Co - Seguradoras - Cosseguro Aceito;1;2;2;213529;21352901;2
213529011;Prêmios;2;2;2;21352901;213529011;2
213529012;Sinistros;2;2;2;21352901;213529012;2
213529013;Comercialização;2;2;2;21352901;213529013;2
213529018;Outros Débitos;2;2;2;21352901;213529018;2
21352902;Cosseguro Cedido;1;2;2;213529;21352902;2
213529021;Prêmios;2;2;2;21352902;213529021;2
213529022;Sinistros;2;2;2;21352902;213529022;2
213529023;Comercialização;2;2;2;21352902;213529023;2
213529028;Outros Débitos;2;2;2;21352902;213529028;2
2136;DÉBITOS DE OPERAÇÕES DE ADMINISTRAÇÃO DE BENEFÍCIOS;1;2;2;213;2136;2
21361;DÉBITOS DE ADMINISTRAÇÃO DE BENEFÍCIOS DE PLANOS DE ASSISTÊNCIA MÉDICO HOSPITALAR;1;2;2;2136;21361;2
213619;Débitos de Administração de Benefícios de Planos de Assistência Médico-Hospitalar;1;2;2;21361;213619;2
21361901;Contraprestações Pecuniárias/Prêmios a Repassar - Contratos Estipulados;1;2;2;213619;21361901;2
213619011;Contraprestações Pecuniárias/Prêmios a Repassar - Contratos Estipulados;2;2;2;21361901;213619011;2
213619012;Contraprestações Pecuniárias/Prêmios a Repassar - Contratos Não Estipulados;2;2;2;21361901;213619012;2
21362;DÉBITOS DE ADMINISTRAÇÃO DE BENEFÍCIOS DE PLANOS DE ASSISTÊNCIA ODONTOLÓGICA;1;2;2;2136;21362;2
213629;Débitos de Administração de Benefícios de Planos de Assistência Odontológica;1;2;2;21362;213629;2
21362901;Contraprestações Pecuniárias/Prêmios a Repassar - Contratos Estipulados;1;2;2;213629;21362901;2
213629011;Contraprestações Pecuniárias/Prêmios a Repassar - Contratos Estipulados;2;2;2;21362901;213629011;2
213629012;Contraprestações Pecuniárias/Prêmios a Repassar - Contratos Não Estipulados;2;2;2;21362901;213629012;2
2138;OUTROS DÉBITOS DE OPERAÇÕES COM PLANOS DE ASSISTÊNCIA À SAÚDE;1;2;2;213;2138;2
21381;OUTROS DÉBITOS DE OPERAÇÕES COM PLANOS DE ASSISTÊNCIA MÉDICO HOSPITALAR;1;2;2;2138;21381;2
213811;Débitos de Seguros de Despesas Assistenciais;1;2;2;21381;213811;2
21381101;Resseguros;1;2;2;213811;21381101;2
213811011;Prêmios;2;2;2;21381101;213811011;2
21381102;Seguros;1;2;2;213811;21381102;2
213811021;Prêmios;2;2;2;21381102;213811021;2
213819;Outros Débitos de Operações com Planos de Assistência Médico-Hospitalar;1;2;2;21381;213819;2
21381908;Outros Débitos de Operações com Planos de  Assistência Médico-Hospitalar;1;2;2;213819;21381908;2
213819081;Outros Débitos de Operações com Planos de Assistência Médico-Hospitalar;2;2;2;21381908;213819081;2
213819082;Débitos com Programas ou Fundos para Custeio de Despesas de Assistência Médico-Hospitalar;2;2;2;21381908;213819082;2
21382;OUTROS DÉBITOS DE OPERAÇÕES COM PLANOS DE ASSISTÊNCIA ODONTOLÓGICA;1;2;2;2138;21382;2
213821;Débitos de Seguros de Despesas Assistenciais;1;2;2;21382;213821;2
21382101;Resseguros;1;2;2;213821;21382101;2
213821011;Prêmios;2;2;2;21382101;213821011;2
21382102;Seguros;1;2;2;213821;21382102;2
213821021;Prêmios;2;2;2;21382102;213821021;2
213829;Outros Débitos de Operações com Planos de Assistência Odontológica;1;2;2;21382;213829;2
21382908;Outros Débitos de Operações com Planos de  Assistência Odontológica;1;2;2;213829;21382908;2
213829081;Outros Débitos de Operações com Planos de Assistência Odontológica;2;2;2;21382908;213829081;2
213829082;Débitos com Programas ou Fundos para Custeio de Despesas de Assistência Odontológica;2;2;2;21382908;213829082;2
214;DÉBITOS COM OPERAÇÕES DE ASSISTÊNCIA À SAÚDE NÃO RELACIONADAS COM PLANOS DE SAÚDE DA OPERADORA;1;2;2;21;214;2
2141;DÉBITOS A PRESTADORES DE SERVIÇOS DE ASSISTÊNCIA À SAÚDE;1;2;2;214;2141;2
21411;DÉBITOS A PRESTADORES DE SERVIÇOS DE ASSISTÊNCIA À SAÚDE;1;2;2;2141;21411;2
214119;Débitos a Prestadores de Serviços de Assistência à Saúde;1;2;2;21411;214119;2
21411901;Prestadores de Serviços de Assistência à Saúde;1;2;2;214119;21411901;2
214119011;Prestadores de Serviços de Assistência à Saúde;2;2;2;21411901;214119011;2
2148;OUTROS DÉBITOS NÃO RELACIONADOS COM PLANOS DE SAÚDE DA OPERADORA;1;2;2;214;2148;2
21488;OUTROS DÉBITOS NÃO RELACIONADOS COM PLANOS DE SAÚDE DA OPERADORA;1;2;2;2148;21488;2
214889;Outros Débitos Não Relacionados com Planos de Saúde da Operadora;1;2;2;21488;214889;2
21488908;Outros Débitos Não Relacionados com Planos de Saúde da Operadora;1;2;2;214889;21488908;2
214889081;Outros Débitos Não Relacionados com Planos de Saúde da Operadora;2;2;2;21488908;214889081;2
214889082;Débitos com Administração de Programas ou Fundos de Custeio de Despesas de Assistência à Saúde;2;2;2;21488908;214889082;2
215;PROVISÕES;1;2;2;21;215;2
2151;PROVISÃO PARA IMPOSTO DE RENDA E CONTRIBUIÇÃO SOCIAL;1;2;2;215;2151;2
21511;PROVISÃO PARA IMPOSTO DE RENDA E CONTRIBUIÇÃO SOCIAL;1;2;2;2151;21511;2
215119;Provisão para Imposto de Renda e Contribuição Social;1;2;2;21511;215119;2
21511901;Provisão para Imposto de Renda e Contribuição Social;1;2;2;215119;21511901;2
215119011;Provisão para Imposto de Renda - IRPJ;2;2;2;21511901;215119011;2
215119012;Provisão para Contribuição Social Sobre o Lucro Líquido - CSSL;2;2;2;21511901;215119012;2
2153;PROVISÕES PARA AÇÕES JUDICIAIS;1;2;2;215;2153;2
21531;PROVISÕES PARA AÇÕES JUDICIAIS;1;2;2;2153;21531;2
215319;Provisões para Ações Judiciais;1;2;2;21531;215319;2
21531901;Provisões para Ações Judiciais;1;2;2;215319;21531901;2
215319011;Provisão para Ações Tributárias;2;2;2;21531901;215319011;2
215319012;Provisão para Ações Civeis;2;2;2;21531901;215319012;2
215319013;Provisão para Ações Trabalhistas;2;2;2;21531901;215319013;2
215319014;Provisão  para multas administrativas da ANS ;2;2;2;21531901;215319014;2
215319015;Provisão para multas administrativas diversas;2;2;2;21531901;215319015;2
216;TRIBUTOS E ENCARGOS SOCIAIS A RECOLHER;1;2;2;21;216;2
2161;TRIBUTOS E CONTRIBUIÇÕES;1;2;2;216;2161;2
21611;TRIBUTOS E CONTRIBUIÇÕES;1;2;2;2161;21611;2
216119;Tributos e Contribuições;1;2;2;21611;216119;2
21611901;Imposto de Renda Pessoa Jurídica a Pagar;1;2;2;216119;21611901;2
216119011;Imposto de Renda Pessoa Jurídica a Pagar;2;2;2;21611901;216119011;2
216119012;(-) Antecipação de IRPJ;2;2;2;21611901;216119012;2
21611902;Contribuição Social sobre o Lucro Líquido a Pagar;1;2;2;216119;21611902;2
216119021;Contribuição Social sobre o Lucro Líquido a Pagar;2;2;2;21611902;216119021;2
216119022;(-) Antecipação de CSLL;2;2;2;21611902;216119022;2
21611903;Outros Tributos e Contribuições;1;2;2;216119;21611903;2
216119031;Imposto Sobre Serviços - ISS;2;2;2;21611903;216119031;2
216119032;Imposto Sobre Operações Financeiras - IOF;2;2;2;21611903;216119032;2
216119033;Taxa de Saúde Suplementar - TSS;2;2;2;21611903;216119033;2
216119034;Contribuições Previdenciárias;2;2;2;21611903;216119034;2
216119035;FGTS a Recolher;2;2;2;21611903;216119035;2
216119036;COFINS e PIS / PASEP;2;2;2;21611903;216119036;2
216119038;Outros Impostos e Contribuições a Recolher;2;2;2;21611903;216119038;2
2162;RETENÇÕES DE IMPOSTOS E CONTRIBUIÇÕES;1;2;2;216;2162;2
21621;RETENÇÕES DE IMPOSTOS E CONTRIBUIÇÕES;1;2;2;2162;21621;2
216219;Retenções de Imposto e Contribuições;1;2;2;21621;216219;2
21621901;Retenções de Imposto e Contribuições;1;2;2;216219;21621901;2
216219011;Imposto de Renda Retido na Fonte - de Funcionários;2;2;2;21621901;216219011;2
216219012;Imposto de Renda Retido na Fonte - de Terceiros;2;2;2;21621901;216219012;2
216219013;Imposto Sobre Serviços Retido na Fonte;2;2;2;21621901;216219013;2
216219014;Contribuição Social Sobre o Lucro Líquido - CSLL;2;2;2;21621901;216219014;2
216219015;COFINS;2;2;2;21621901;216219015;2
216219016;PIS;2;2;2;21621901;216219016;2
216219017;Contribuições Previdenciárias Retidas de Terceiros;2;2;2;21621901;216219017;2
216219018;Outros;2;2;2;21621901;216219018;2
2163;PARCELAMENTO DE TRIBUTOS E CONTRIBUIÇÕES;1;2;2;216;2163;2
21631;PARCELAMENTO DE TRIBUTOS E CONTRIBUIÇÕES;1;2;2;2163;21631;2
216319;Parcelamento de Tributos e Contribuições;1;2;2;21631;216319;2
21631901;Parcelamento de Tributos e Contribuições;1;2;2;216319;21631901;2
216319011;Imposto de Renda;2;2;2;21631901;216319011;2
216319012;Contribuição Social Sobre o Lucro Líquido - CSLL;2;2;2;21631901;216319012;2
216319013;Imposto Sobre Serviços - ISS;2;2;2;21631901;216319013;2
216319014;COFINS;2;2;2;21631901;216319014;2
216319015;PIS;2;2;2;21631901;216319015;2
216319016;Contribuições Previdenciárias;2;2;2;21631901;216319016;2
216319018;Outros;2;2;2;21631901;216319018;2
21632;TRIBUTOS E CONTRIBUIÇÕES RELACIONADOS A IN 20 (COOPERATIVAS);1;2;2;2163;21632;2
216329;Tributos Relacionados a IN 20 (COOPERATIVAS);1;2;2;21632;216329;2
21632901;Tributos e Contribuições;1;2;2;216329;21632901;2
216329011;Imposto de Renda;2;2;2;21632901;216329011;2
216329012;Contribuição Social Sobre o Lucro Líquido - CSLL;2;2;2;21632901;216329012;2
216329013;Imposto Sobre Serviços - ISS;2;2;2;21632901;216329013;2
216329014;COFINS;2;2;2;21632901;216329014;2
216329015;PIS;2;2;2;21632901;216329015;2
216329016;Contribuições Previdenciárias;2;2;2;21632901;216329016;2
216329018;Outros;2;2;2;21632901;216329018;2
217;EMPRÉSTIMOS E FINANCIAMENTOS A PAGAR;1;2;2;21;217;2
2171;EMPRÉSTIMOS;1;2;2;217;2171;2
21711;EMPRÉSTIMOS;1;2;2;2171;21711;2
217119;Empréstimos;1;2;2;21711;217119;2
21711901;Empréstimos;1;2;2;217119;21711901;2
217119011;Empréstimos Hipotecários;2;2;2;21711901;217119011;2
217119012;Empréstimos Bancários;2;2;2;21711901;217119012;2
217119018;Outros Empréstimos;2;2;2;21711901;217119018;2
217119019;(-) Ajuste a Valor Presente;2;2;2;21711901;217119019;2
2172;FINANCIAMENTOS;1;2;2;217;2172;2
21721;FINANCIAMENTOS;1;2;2;2172;21721;2
217219;Financiamentos;1;2;2;21721;217219;2
21721901;Financiamentos;1;2;2;217219;21721901;2
217219011;Financiamentos para Aquisição de Ativos;2;2;2;21721901;217219011;2
217219018;Outros Financiamentos;2;2;2;21721901;217219018;2
217219019;(-) Ajuste a Valor Presente;2;2;2;21721901;217219019;2
218;DÉBITOS DIVERSOS;1;2;2;21;218;2
2181;OBRIGAÇÕES COM PESSOAL;1;2;2;218;2181;2
21811;OBRIGAÇÕES COM PESSOAL;1;2;2;2181;21811;2
218119;Obrigações com Pessoal;1;2;2;21811;218119;2
21811901;Obrigações com Pessoal;1;2;2;218119;21811901;2
218119011;Salários a Pagar;2;2;2;21811901;218119011;2
218119012;Participações;2;2;2;21811901;218119012;2
218119013;Honorários;2;2;2;21811901;218119013;2
218119014;Férias;2;2;2;21811901;218119014;2
218119015;Décimo Terceiro Salário;2;2;2;21811901;218119015;2
218119018;Outras Obrigações com Pessoal;2;2;2;21811901;218119018;2
2182;FORNECEDORES;1;2;2;218;2182;2
21821;FORNECEDORES;1;2;2;2182;21821;2
218219;Fornecedores;1;2;2;21821;218219;2
21821901;Fornecedores;1;2;2;218219;21821901;2
218219011;Fornecedores;2;2;2;21821901;218219011;2
2183;DEPENDÊNCIAS NO PAÍS;1;2;2;218;2183;2
21831;DEPENDÊNCIAS NO PAÍS;1;2;2;2183;21831;2
218319;Dependencias no País;1;2;2;21831;218319;2
21831901;Dependências no País;1;2;2;218319;21831901;2
218319011;Dependências no País;2;2;2;21831901;218319011;2
2184;PROGRAMAS ASSISTENCIAIS E CULTURAIS AOS PARTICIPANTES;1;2;2;218;2184;2
21841;PROGRAMAS ASSISTENCIAIS E CULTURAIS AOS PARTICIPANTES;1;2;2;2184;21841;2
218419;Programas Assistenciais e Culturais aos Participantes;1;2;2;21841;218419;2
21841901;Programas Assistenciais e Culturais aos Participantes;1;2;2;218419;21841901;2
218419011;Programas Assistenciais e Culturais aos Participantes;2;2;2;21841901;218419011;2
2185;DEPÓSITOS DE BENEFICIÁRIOS E DE TERCEIROS;1;2;2;218;2185;2
21851;DEPÓSITOS DE BENEFICIÁRIOS E DE TERCEIROS;1;2;2;2185;21851;2
218519;Depósitos de Beneficiários e de Terceiros;1;2;2;21851;218519;2
21851901;Depósitos de Beneficiários e de Terceiros;1;2;2;218519;21851901;2
218519011;Depósitos de Beneficiários de Planos de Assistência à Saúde e de Terceiros;2;2;2;21851901;218519011;2
2186;DÉBITOS COM AQUISIÇÃO DE CARTEIRA;1;2;2;218;2186;2
21861;DÉBITOS COM AQUISIÇÃO DE CARTEIRA;1;2;2;2186;21861;2
218619;Débitos com Aquisição de Carteira;1;2;2;21861;218619;2
21861901;Débitos com Aquisição de Carteira;1;2;2;218619;21861901;2
218619011;Débitos com Aquisição de Carteira de Beneficiários de Planos de Saúde;2;2;2;21861901;218619011;2
2188;OUTROS DÉBITOS A PAGAR;1;2;2;218;2188;2
21881;MULTAS ADMINISTRATIVAS A PAGAR;1;2;2;2188;21881;2
218819;Multas administrativas a pagar;1;2;2;21881;218819;2
21881901;Mutas administrativas a pagar;1;2;2;218819;21881901;2
218819011;Multas administrativas da ANS não parceladas;2;2;2;21881901;218819011;2
218819012;Multas administrativas da ANS parceladas;2;2;2;21881901;218819012;2
218819019;Multas administrativas diversas;2;2;2;21881901;218819019;2
21888;OUTROS DÉBITOS A PAGAR;1;2;2;2188;21888;2
218889;Outros Débitos a Pagar;1;2;2;21888;218889;2
21888908;Outros Débitos a Pagar;1;2;2;218889;21888908;2
218889081;Aluguéis a Pagar;2;2;2;21888908;218889081;2
218889082;Dividendos e Juros sobre Capital Próprio a Pagar;2;2;2;21888908;218889082;2
218889088;Outros Débitos a Pagar;2;2;2;21888908;218889088;2
219;CONTA-CORRENTE DE COOPERADOS;1;2;2;21;219;2
2191;CONTA-CORRENTE DE COOPERADOS;1;2;2;219;2191;2
21911;CONTA-CORRENTE DE COOPERADOS;1;2;2;2191;21911;2
219119;Conta-Corrente de Cooperados;1;2;2;21911;219119;2
21911901;Conta-Corrente de Cooperados;1;2;2;219119;21911901;2
219119011;Débitos a Pagar a Cooperados;2;2;2;21911901;219119011;2
23;PASSIVO NÃO CIRCULANTE;1;2;2;2;23;2
231;PROVISÕES TÉCNICAS DE OPERAÇÕES DE ASSISTÊNCIA A SAÚDE;1;2;2;23;231;2
2311;PROVISÕES TÉCNICAS DE OPERAÇÕES DE ASSISTÊNCIA A SAÚDE;1;2;2;231;2311;2
23111;PROVISÕES TÉCNICAS DE OPERAÇÕES DE ASSISTÊNCIA MÉDICO-HOSPITALAR;1;2;2;2311;23111;2
231111;Cobertura Assistencial com Preço Preestabelecido;1;2;2;23111;231111;2
23111101;Provisão de Prêmios/Contraprestações;1;2;2;231111;23111101;2
231111011;Provisão de Prêmio/Contraprestação Não Ganha - Planos Individuais/Familiares;2;2;2;23111101;231111011;2
231111012;Provisão de Prêmio/Contraprestação Não Ganha - Planos Coletivos;2;2;2;23111101;231111012;2
231111013;Provisão de Insuficiência de Prêmios/Contraprestações;2;2;2;23111101;231111013;2
231111014;Provisão para Remissão;2;2;2;23111101;231111014;2
23111102;Provisão de Eventos/Sinistros a Liquidar para o SUS;1;2;2;231111;23111102;2
231111021;Provisão de Eventos/Sinistros a Liquidar para o SUS - Parcelamento;2;2;2;23111102;231111021;2
231111022;Provisão de Eventos/Sinistros a Liquidar para o SUS - Ação Judicial com Depósito Judicial;2;2;2;23111102;231111022;2
23111103;Provisão de Eventos/Sinistros a Liquidar para Outros Prestadores de Serviços Assistenciais;1;2;2;231111;23111103;2
231111031;Rede Contratada/Credenciada;2;2;2;23111103;231111031;2
231111032;Cooperados;2;2;2;23111103;231111032;2
231111033;Intercâmbio;2;2;2;23111103;231111033;2
231111034;Reembolso;2;2;2;23111103;231111034;2
231111035;Rede Própria;2;2;2;23111103;231111035;2
231111036;Eventos/Sinistros a Liquidar para Outros Prestadores - Ação Judicial com Depósito Judicial;2;2;2;23111103;231111036;2
23111104;Provisão para Eventos/Sinistros Ocorridos e Não Avisados (PEONA);1;2;2;231111;23111104;2
231111041;Provisão para Eventos/Sinistros Ocorridos e Não Avisados (PEONA);2;2;2;23111104;231111041;2
231111042;Provisão para Eventos/Sinistros Ocorridos e Não Avisados (PEONA) - SUS;2;2;2;23111104;231111042;2
23111108;Outras Provisões Técnicas;1;2;2;231111;23111108;2
231111081;Outras Provisões Técnicas - Autorizadas;2;2;2;23111108;231111081;2
231111082;Outras Provisões Técnicas - Obrigatórias;2;2;2;23111108;231111082;2
231112;Cobertura Assistencial com Preço Pós-estabelecido;1;2;2;23111;231112;2
23111202;Provisão de Eventos/Sinistros a Liquidar para o SUS;1;2;2;231112;23111202;2
231112021;Provisão de Eventos/Sinistros a Liquidar para o SUS - Parcelamento;2;2;2;23111202;231112021;2
231112022;Provisão de Eventos/Sinistros a Liquidar para o SUS - Ação Judicial com Depósito Judicial;2;2;2;23111202;231112022;2
23111203;Provisão de Eventos/Sinistros a Liquidar para Outros Prestadores de Serviços Assistenciais;1;2;2;231112;23111203;2
231112031;Rede Contratada/Credenciada;2;2;2;23111203;231112031;2
231112032;Cooperados;2;2;2;23111203;231112032;2
231112033;Intercâmbio;2;2;2;23111203;231112033;2
231112034;Reembolso;2;2;2;23111203;231112034;2
231112035;Rede Própria;2;2;2;23111203;231112035;2
231112036;Eventos/Sinistros a Liquidar para Outros Prestadores - Ação Judicial com Depósito Judicial;2;2;2;23111203;231112036;2
23111208;Outras Provisões Técnicas;1;2;2;231112;23111208;2
231112081;Outras Provisões Técnicas - Autorizadas;2;2;2;23111208;231112081;2
231112082;Outras Provisões Técnicas - Obrigatórias;2;2;2;23111208;231112082;2
23112;PROVISÕES TÉCNICAS DE OPERAÇÕES DE ASSISTÊNCIA ODONTOLÓGICA;1;2;2;2311;23112;2
231121;Cobertura Assistencial com Preço Preestabelecido;1;2;2;23112;231121;2
23112101;Provisão de Prêmios/Contraprestações;1;2;2;231121;23112101;2
231121011;Provisão de Prêmio/Contraprestação Não Ganha - Planos Individuais/Familiares;2;2;2;23112101;231121011;2
231121012;Provisão de Prêmio/Contraprestação Não Ganha - Planos Coletivos;2;2;2;23112101;231121012;2
231121013;Provisão de Insuficiência de Prêmios/Contraprestações;2;2;2;23112101;231121013;2
231121014;Provisão para Remissão;2;2;2;23112101;231121014;2
23112102;Provisão de Eventos/Sinistros a Liquidar para o SUS;1;2;2;231121;23112102;2
231121021;Provisão de Eventos/Sinistros a Liquidar para o SUS - Parcelamento;2;2;2;23112102;231121021;2
231121022;Provisão de Eventos/Sinistros a Liquidar para o SUS - Ação Judicial com Depósito Judicial;2;2;2;23112102;231121022;2
23112103;Provisão de Eventos/Sinistros a Liquidar para Outros Prestadores de Serviços Assistenciais;1;2;2;231121;23112103;2
231121031;Rede Contratada/Credenciada;2;2;2;23112103;231121031;2
231121032;Cooperados;2;2;2;23112103;231121032;2
231121033;Intercâmbio;2;2;2;23112103;231121033;2
231121034;Reembolso;2;2;2;23112103;231121034;2
231121035;Rede Própria;2;2;2;23112103;231121035;2
231121036;Eventos/Sinistros a Liquidar para Outros Prestadores - Ação Judicial com Depósito Judicial;2;2;2;23112103;231121036;2
23112104;Provisão para Eventos/Sinistros Ocorridos e Não Avisados (PEONA);1;2;2;231121;23112104;2
231121041;Provisão para Eventos/Sinistros Ocorridos e Não Avisados (PEONA);2;2;2;23112104;231121041;2
231121042;Provisão para Eventos/Sinistros Ocorridos e Não Avisados (PEONA) - SUS;2;2;2;23112104;231121042;2
23112108;Outras Provisões Técnicas;1;2;2;231121;23112108;2
231121081;Outras Provisões Técnicas - Autorizadas;2;2;2;23112108;231121081;2
231121082;Outras Provisões Técnicas - Obrigatórias;2;2;2;23112108;231121082;2
231122;Cobertura Assistencial com Preço Pós-estabelecido;1;2;2;23112;231122;2
23112202;Provisão de Eventos/Sinistros a Liquidar para o SUS;1;2;2;231122;23112202;2
231122021;Provisão de Eventos/Sinistros a Liquidar para o SUS - Parcelamento;2;2;2;23112202;231122021;2
